Metabolites,min_glc,max_glc,min_mets_glc,max_mets_glc,min_lacD,max_lacD,min_ac,max_ac,min_etoh,max_etoh
LC_thr-L_c,-13.8155105579643,-2.99573227355399,-9.63041163247371,-8.37612775113763,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trdox_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trdrd_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trp-L_c,-13.8155105579643,-2.99573227355399,-11.6407588364801,-11.2818137440068,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_tyr-L_c,-13.8155105579643,-2.99573227355399,-10.5616537642008,-10.0517555692052,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_udcpdp_c,-13.8155105579643,-2.99573227355399,-9.52505111681588,-6.30180131012457,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_utp_c,-13.8155105579643,-2.99573227355399,-7.99839939800107,-6.97389508148668,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_val-L_c,-13.8155105579643,-2.99573227355399,-8.60003146972524,-8.4314743160137,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_xu5p-D_c,-13.8155105579643,-2.99573227355399,-13.0937528303967,-5.138326972041,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_5mtr_e,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299404
LC_ac_e,-18.4206807439524,-2.30258509299405,-15.0884762337772,-12.1035160572051,-18.4206807439524,-2.30258509299405,-17.1933772771166,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_acald_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_acser_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_akg_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_ala-D_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_ala-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_alaala_e,-18.4206807439524,-2.30258509299404,-7.79206296500324,-7.26872514720375,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299404
LC_arg-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_asn-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_asp-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_cit_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_co2_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_colipa_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_cys-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_dha_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_etoh_e,-18.4206807439524,-2.30258509299405,-15.0194833622902,-10.5847061622308,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-17.193377277035,-2.30258509299405
LC_fe2_e,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405
LC_fe3_e,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405
LC_for_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_glc-D_e,-17.1933772770064,-2.30258509299405,-11.9501187848792,-11.2398495449078,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_glcn_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_glu-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_gly_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_glyc_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_glyc-R_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_glyclt_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_gthrd_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_h_e,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583
LC_h2o_e,0,0,0,0,0,0,0,0,0,0
LC_his-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_ile-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_lac-D_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-12.9400418206104,-17.1933772770307,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_leu-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_lys-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_mal-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_meoh_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_nh4_e,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405
LC_o2_e,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405,-17.1933772770064,-2.30258509299405
LC_phe-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_pi_e,-16.0154707726747,-2.30258509299405,-14.4960756068347,-2.30258509299405,-16.0154707726747,-2.30258509299405,-16.0154707726747,-2.30258509299405,-16.0154707726747,-2.30258509299405
LC_pro-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_pyr_e,-18.4206807439524,-2.30258509299405,-15.0533849139659,-12.6744775534122,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_ser-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_so4_e,-17.1876049520127,-2.30258509299405,-17.1876049520127,-2.30258509299405,-17.1876049520127,-2.30258509299405,-17.1876049520127,-2.30258509299405,-17.1876049520127,-2.30258509299405
LC_spmd_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_succ_e,-18.4206807439524,-2.30258509299405,-12.9696422903867,-10.7212913376956,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_thr-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_trp-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_tyr-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_val-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_5mtr_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ac_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_acald_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_acser_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_akg_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ala-D_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ala-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_alaala_p,-13.8155105579643,-2.99573227355399,-11.1699330619138,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_arg-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_asn-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_asp-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_cit_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_clpn160_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_clpn161_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_clpn181_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_co2_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_colipa_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_cys-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_dha_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_etoh_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_fe2_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_fe3_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_for_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_glc-D_p,-13.8155105579643,-2.99573227355399,-8.57225206662454,-7.86198282585733,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_glcn_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_glu-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-3.20064072671344,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_gly_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_glyc_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_glyc-R_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_glyclt_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_gthrd_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_h_p,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583,-16.1180956509583
LC_h2o_p,0,0,0,0,0,0,0,0,0,0
LC_his-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ile-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_lac-D_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_leu-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_lys-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_mal-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_meoh_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_murein3p3p_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_murein3px4p_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_murein4p4p_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_murein4px4p_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_murein4px4px4p_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_nh4_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_o2_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pe160_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pe161_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pe181_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pg160_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pg161_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pg181_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_phe-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pi_p,-12.6376040536325,-2.99573227355399,-11.1182088877926,-2.99573227355399,-12.6376040536326,-2.99573227355399,-12.6376040536326,-2.99573227355399,-12.6376040536326,-2.99573227355399
LC_pro-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pyr_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ser-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_so4_p,-13.8097382329705,-2.99573227355399,-13.8097382329705,-2.99573227355399,-13.8097382329705,-2.99573227355399,-13.8097382329705,-2.99573227355399,-13.8097382329705,-2.99573227355399
LC_spmd_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_succ_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_thr-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trp-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_tyr-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_val-L_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ade_p,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
